1110.0000,3.5400000,2.3850000E-5,2.7000715
1120.0000,3.5370000,1.7830000E-5,2.0005213
1130.0000,3.5350000,1.3490000E-5,1.5001800
1140.0000,3.5320000,9.0720000E-6,1.0000185
1150.0000,3.5300000,6.2230000E-6,0.68000456
1160.0000,3.5280000,3.8770000E-6,0.41999844
1170.0000,3.5260000,2.0480000E-6,0.21996519
1180.0000,3.5240000,6.1040000E-7,6.5004344E-2
1190.0000,3.5220000,3.4090000E-7,3.5998956E-2
1200.0000,3.5200000,2.1010000E-7,2.2001621E-2
1210.0000,3.5180000,1.2520000E-7,1.3002559E-2
1220.0000,3.5170000,7.9610000E-8,8.2000718E-3
1230.0000,3.5150000,4.6000000E-8,4.6996183E-3
1240.0000,3.5130000,2.3680000E-8,2.3997714E-3
1250.0000,3.5110000,9.9470000E-9,9.9998151E-4
1260.0000,3.5090000,3.6100000E-9,3.6003649E-4
1270.0000,3.5080000,2.0210000E-9,1.9997350E-4
1280.0000,3.5060000,1.2220000E-9,1.1996957E-4
1290.0000,3.5050000,7.2890000E-10,7.1004865E-5
1300.0000,3.5030000,4.6550000E-10,4.4997273E-5
1310.0000,3.5020000,2.8150000E-10,2.7003308E-5
1320.0000,3.5000000,1.6810000E-10,1.6003083E-5
1330.0000,3.4990000,8.4670000E-11,7.9999594E-6
1340.0000,3.4970000,3.7320000E-11,3.4998280E-6
1350.0000,3.4960000,1.8260000E-11,1.6997180E-6
1360.0000,3.4950000,1.0280000E-11,9.4986978E-7
1370.0000,3.4940000,6.5410000E-12,5.9997540E-7
1380.0000,3.4920000,4.1730000E-12,3.7999612E-7
1390.0000,3.4910000,2.5440000E-12,2.2999170E-7
1400.0000,3.4900000,1.5600000E-12,1.4002527E-7
1410.0000,3.4890000,9.5370000E-13,8.4996792E-8
1420.0000,3.4880000,5.6500000E-13,4.9999996E-8
1430.0000,3.4870000,2.8450000E-13,2.5000926E-8
1440.0000,3.4860000,2.0630000E-13,1.8003071E-8
1450.0000,3.4850000,1.3850000E-13,1.2003051E-8
